"","country","continent","year","lifeExp","pop","gdpPercap","newpop","weight","weighted_mean_gdp"
"119","Belgium","Europe",2002,78.32,10311970,30485.88375,1.031197,0.00020443843720007,6.232486430513
"120","Belgium","Europe",2007,79.441,10392226,33692.60508,1.0392226,0.000206029540666811,6.94167194850065
"121","Benin","Africa",1952,38.223,1738315,1062.7522,0.1738315,3.44627071220571e-05,0.0366253178119218
"122","Benin","Africa",1957,40.358,1925173,959.6010805,0.1925173,3.81672327847899e-05,0.0366253178199794
"123","Benin","Africa",1962,42.618,2151895,949.4990641,0.2151895,4.26620762879104e-05,0.0405076015079338
"124","Benin","Africa",1967,44.885,2427334,1035.831411,0.2427334,4.81227514745091e-05,0.0498470575610431
"125","Benin","Africa",1972,47.014,2761407,1085.796879,0.2761407,5.47458663624247e-05,0.0594428908344718
"126","Benin","Africa",1977,49.19,3168267,1029.161251,0.3168267,6.28120091614457e-05,0.0646436859264169
"127","Benin","Africa",1982,50.904,3641603,1277.897616,0.3641603,7.21960620737924e-05,0.0922591756086873
"128","Benin","Africa",1987,52.337,4243788,1225.85601,0.4243788,8.41345917926845e-05,0.103136894997959
"129","Benin","Africa",1992,53.919,4981671,1191.207681,0.4981671,9.87633821553891e-05,0.117647699425038
"130","Benin","Africa",1997,54.777,6066080,1232.975292,0.606608,0.000120262172517046,0.148280287275759
"131","Benin","Africa",2002,54.406,7026113,1372.877931,0.7026113,0.000139295164872579,0.191235257748571
"132","Benin","Africa",2007,56.728,8078314,1441.284873,0.8078314,0.000160155420290346,0.230829584593434
"133","Bolivia","Americas",1952,40.414,2883315,2677.326347,0.2883315,5.71627353992999e-05,0.153043297551135
"134","Bolivia","Americas",1957,41.89,3211738,2127.686326,0.3211738,6.36738370472448e-05,0.135477952409375
"135","Bolivia","Americas",1962,43.428,3593918,2180.972546,0.3593918,7.12506901537921e-05,0.155395799108973
"136","Bolivia","Americas",1967,45.032,4040665,2586.886053,0.4040665,8.01076067763017e-05,0.207229250708823
"137","Bolivia","Americas",1972,46.714,4565872,2980.331339,0.4565872,9.0520020532988e-05,0.269779654001388
"138","Bolivia","Americas",1977,50.023,5079716,3548.097832,0.5079716,0.000100707158812544,0.357318851849667
"139","Bolivia","Americas",1982,53.859,5642224,3156.510452,0.5642224,0.000111859078031911,0.353084348958811
"140","Bolivia","Americas",1987,57.251,6156369,2753.69149,0.6156369,0.000122052183742481,0.336094059707587
"141","Bolivia","Americas",1992,59.957,6893451,2961.699694,0.6893451,0.000136665093998068,0.404760967074559
"142","Bolivia","Americas",1997,62.05,7693188,3326.143191,0.7693188,0.000152520161696197,0.507303897316024
"143","Bolivia","Americas",2002,63.883,8445134,3413.26269,0.8445134,0.000167427755986991,0.571474912780821
"144","Bolivia","Americas",2007,65.554,9119152,3822.137084,0.9119152,0.000180790400230983,0.691005693154042
"145","Bosnia and Herzegovina","Europe",1952,53.82,2791000,973.5331948,0.2791,5.53325580102924e-05,0.0538680819762163
"146","Bosnia and Herzegovina","Europe",1957,58.45,3076000,1353.989176,0.3076,6.09827833893441e-05,0.0825700286315244
"147","Bosnia and Herzegovina","Europe",1962,61.93,3349000,1709.683679,0.3349,6.63951045419094e-05,0.113514626600801
"148","Bosnia and Herzegovina","Europe",1967,64.79,3585000,2172.352423,0.3585,7.10738876628083e-05,0.154397532076332
"149","Bosnia and Herzegovina","Europe",1972,67.45,3819000,2860.16975,0.3819,7.57130200792929e-05,0.216552089711936
"150","Bosnia and Herzegovina","Europe",1977,69.86,4086000,3528.481305,0.4086,8.1006389118615e-05,0.285829529590589
"151","Bosnia and Herzegovina","Europe",1982,70.69,4172693,4126.613157,0.4172693,8.27251083775137e-05,0.341374520644899
"152","Bosnia and Herzegovina","Europe",1987,71.14,4338977,4314.114757,0.4338977,8.60217472439356e-05,0.371107689207987
"153","Bosnia and Herzegovina","Europe",1992,72.178,4256013,2546.781445,0.4256013,8.43769567234176e-05,0.214889667768768
"154","Bosnia and Herzegovina","Europe",1997,73.244,3607000,4766.355904,0.3607,7.15100454113667e-05,0.340842327141776
"155","Bosnia and Herzegovina","Europe",2002,74.09,4165416,6018.975239,0.4165416,8.2580839289502e-05,0.497052026899351
"156","Bosnia and Herzegovina","Europe",2007,74.852,4552198,7446.298803,0.4552198,9.02489286669068e-05,0.67202048950442
"157","Botswana","Africa",1952,47.622,442308,851.2411407,0.0442308,8.76891188406177e-06,0.00746445855488652
"158","Botswana","Africa",1957,49.618,474639,918.2325349,0.0474639,9.40988534627272e-06,0.00864046287462636
"159","Botswana","Africa",1962,51.52,512764,983.6539764,0.0512764,1.01657268991722e-05,0.00999955768736716
"160","Botswana","Africa",1967,53.298,553541,1214.709294,0.0553541,1.09741452861251e-05,0.0133303962727625
"161","Botswana","Africa",1972,56.024,619351,2263.611114,0.0619351,1.22788517148809e-05,0.0277945452089624
"162","Botswana","Africa",1977,59.319,781472,3214.857818,0.0781472,1.54929576400642e-05,0.0498076559931032
"163","Botswana","Africa",1982,61.484,970347,4551.14215,0.0970347,1.92374710381989e-05,0.0875524653013513
"164","Botswana","Africa",1987,63.622,1151184,6205.88385,0.1151184,2.28226282552921e-05,0.141634580104071
"165","Botswana","Africa",1992,62.745,1342614,7954.111645,0.1342614,2.66177954283163e-05,0.211720916580598
"166","Botswana","Africa",1997,52.556,1536536,8647.142313,0.1536536,3.04623673790407e-05,0.263412425917454
"167","Botswana","Africa",2002,46.634,1630347,11003.60508,0.1630347,3.23222034949502e-05,0.355660762573828
"168","Botswana","Africa",2007,50.728,1639131,12569.85177,0.1639131,3.24963493887383e-05,0.40847429488257
"169","Brazil","Americas",1952,50.917,56602560,2108.944355,5.660256,0.00112216568782911,2.3665849927219
"170","Brazil","Americas",1957,53.285,65551171,2487.365989,6.5551171,0.00129957505266933,3.23251878616257
"171","Brazil","Americas",1962,55.665,76039390,3336.585802,7.603939,0.00150750768837056,5.02992874942306
"172","Brazil","Americas",1967,57.632,88049823,3429.864357,8.8049823,0.00174561875275653,5.98723554099042
"173","Brazil","Americas",1972,59.504,100840058,4985.711467,10.0840058,0.00199918966644437,9.96738284469962
"174","Brazil","Americas",1977,61.489,114313951,6660.118654,11.4313951,0.00226631434077149,15.0939224167999
"175","Brazil","Americas",1982,63.336,128962939,7030.835878,12.8962939,0.00255673568735052,17.975989001187
"176","Brazil","Americas",1987,65.205,142938076,7807.095818,14.2938076,0.00283379770051938,22.1237301767828
"177","Brazil","Americas",1992,67.057,155975974,6950.283021,15.5975974,0.00309227862041091,21.4922115916433
"178","Brazil","Americas",1997,69.388,168546719,7957.980824,16.8546719,0.0033414980675428,26.5915775449386
"179","Brazil","Americas",2002,71.006,179914212,8131.212843,17.9914212,0.00356686261998067,29.0029191448034
"180","Brazil","Americas",2007,72.39,190010647,9065.800825,19.0010647,0.00376702799989276,34.1511255492259
"181","Bulgaria","Europe",1952,59.6,7274900,2444.286648,0.72749,0.000144227454772152,0.352533241974595
"182","Bulgaria","Europe",1957,66.61,7651254,3008.670727,0.7651254,0.00015168880537674,0.456381668350598
"183","Bulgaria","Europe",1962,69.51,8012946,4254.337839,0.8012946,0.000158859476667266,0.675841882669288
"184","Bulgaria","Europe",1967,70.42,8310226,5577.0028,0.8310226,0.000164753157371422,0.918828819969263
"185","Bulgaria","Europe",1972,70.9,8576200,6597.494398,0.85762,0.00017002618559938,1.12174680700522
"186","Bulgaria","Europe",1977,70.81,8797022,7612.240438,0.8797022,0.000174404059524478,1.32760563446359
"187","Bulgaria","Europe",1982,71.08,8892098,8224.191647,0.8892098,0.00017628897471093,1.44983431327582
"188","Bulgaria","Europe",1987,71.34,8971958,8239.854824,0.8971958,0.000177872227338197,1.46564133048826
"189","Bulgaria","Europe",1992,71.19,8658506,6302.623438,0.8658506,0.000171657931038146,1.0818952994796
"190","Bulgaria","Europe",1997,70.32,8066057,5970.38876,0.8066057,0.000159912420948343,0.954739320614374
"191","Bulgaria","Europe",2002,72.14,7661799,7696.777725,0.7661799,0.000151897863715765,1.16912409392259
"192","Bulgaria","Europe",2007,73.005,7322858,10680.79282,0.7322858,0.000145178239013305,1.55061869287355
"193","Burkina Faso","Africa",1952,31.975,4469979,543.2552413,0.4469979,8.86189080337831e-05,0.0481426862676353
"194","Burkina Faso","Africa",1957,34.906,4713416,617.1834648,0.4713416,9.3445132299047e-05,0.0576727905210202
"195","Burkina Faso","Africa",1962,37.814,4919632,722.5120206,0.4919632,9.75334371298067e-05,0.0704690807367197
"196","Burkina Faso","Africa",1967,40.697,5127935,794.8265597,0.5127935,0.000101663117470623,0.0808045459075522
"197","Burkina Faso","Africa",1972,43.591,5433886,854.7359763,0.5433886,0.000107728703803768,0.0920795988212468
"198","Burkina Faso","Africa",1977,46.137,5889574,743.3870368,0.5889574,0.000116762878900362,0.0868000105539771
"199","Burkina Faso","Africa",1982,48.122,6634596,807.1985855,0.6634596,0.000131533202452474,0.106173414965922
"200","Burkina Faso","Africa",1987,49.557,7586551,912.0631417,0.7586551,0.000150406045612878,0.137179810492355
"201","Burkina Faso","Africa",1992,50.26,8878303,931.7527731,0.8878303,0.000176015483977231,0.164002915304324
"202","Burkina Faso","Africa",1997,50.324,10352843,946.2949618,1.0352843,0.000205248758820835,0.194225866387859
"203","Burkina Faso","Africa",2002,50.65,12251209,1037.645221,1.2251209,0.000242884533389006,0.252027975325917
"204","Burkina Faso","Africa",2007,52.295,14326203,1217.032994,1.4326203,0.000284022020266831,0.34566416968727
"205","Burundi","Africa",1952,39.031,2445618,339.2964587,0.2445618,4.84852382142656e-05,0.0164508696253262
"206","Burundi","Africa",1957,40.533,2667518,379.5646281,0.2667518,5.2884483869043e-05,0.0200730794520138
"207","Burundi","Africa",1962,42.045,2961915,355.2032273,0.2961915,5.87210080827858e-05,0.0208578915813149
"208","Burundi","Africa",1967,43.548,3330989,412.9775136,0.3330989,6.60380301233055e-05,0.0272722214833646
"209","Burundi","Africa",1972,44.057,3529983,464.0995039,0.3529983,6.99831562604249e-05,0.0324791481018194
"210","Burundi","Africa",1977,45.91,3834415,556.1032651,0.3834415,7.60186278835669e-05,0.0422742071744735
"211","Burundi","Africa",1982,47.471,4580410,559.603231,0.458041,9.08082415033763e-05,0.0508165853467177
"212","Burundi","Africa",1987,48.211,5126023,621.8188189,0.5126023,0.000101625211397203,0.0631924689214714
"213","Burundi","Africa",1992,44.736,5809236,631.6998778,0.5809236,0.00011517014975474,0.0727529695262768
"214","Burundi","Africa",1997,45.326,6121610,463.1151478,0.612161,0.000121363074325111,0.0562050781035363
"215","Burundi","Africa",2002,47.36,7021078,446.4035126,0.7021078,0.000139195344224216,0.0621372905992562
"216","Burundi","Africa",2007,49.58,8390505,430.0706916,0.8390505,0.000166344716821264,0.0715399874073272
"217","Cambodia","Asia",1952,39.417,4693836,368.4692856,0.4693836,9.305695190283e-05,0.0342886285877493
"218","Cambodia","Asia",1957,41.366,5322536,434.0383364,0.5322536,0.000105521150835496,0.0458002247636522
"219","Cambodia","Asia",1962,43.415,6083619,496.9136476,0.6083619,0.000120609889369408,0.0599327000631848
"220","Cambodia","Asia",1967,45.415,6960067,523.4323142,0.6960067,0.000137985779660703,0.0722262159744929
"221","Cambodia","Asia",1972,40.317,7450606,421.6240257,0.7450606,0.00014771088810707,0.0622784592834251
"222","Cambodia","Asia",1977,31.22,6978607,524.9721832,0.6978607,0.000138353341690624,0.0726316558403426
"223","Cambodia","Asia",1982,50.957,7272485,624.4754784,0.7272485,0.000144179576546571,0.0900366100394296
"224","Cambodia","Asia",1987,53.914,8371791,683.8955732,0.8371791,0.000165973705180059,0.113508682240244
"225","Cambodia","Asia",1992,55.803,10150094,682.3031755,1.0150094,0.000201229188486177,0.137299314307407
"226","Cambodia","Asia",1997,56.534,11782962,734.28517,1.1782962,0.000233601371694042,0.171530022926593
"227","Cambodia","Asia",2002,56.752,12926707,896.2260153,1.2926707,0.000256276519154264,0.229681683576581
"228","Cambodia","Asia",2007,59.723,14131858,1713.778686,1.4131858,0.000280169062192123,0.480147767261468
"229","Cameroon","Africa",1952,38.523,5009067,1172.667655,0.5009067,9.93065175044576e-05,0.116453541008169
"230","Cameroon","Africa",1957,40.428,5359923,1313.048099,0.5359923,0.000106262361278467,0.139527591471942
"231","Cameroon","Africa",1962,42.643,5793633,1399.607441,0.5793633,0.000114860814784251,0.16076005105136
"232","Cameroon","Africa",1967,44.799,6335506,1508.453148,0.6335506,0.000125603637860822,0.189467202931409
"233","Cameroon","Africa",1972,47.049,7021028,1684.146528,0.7021028,0.000139194352956606,0.234423686249074
"234","Cameroon","Africa",1977,49.355,7959865,1783.432873,0.7959865,0.000157807127146756,0.281438418147215
"235","Cameroon","Africa",1982,52.961,9250831,2367.983282,0.9250831,0.000183400982784275,0.434290461135532
"236","Cameroon","Africa",1987,54.985,10780667,2602.664206,1.0780667,0.000213730520303527,0.556268774923746
"237","Cameroon","Africa",1992,54.314,12467171,1793.163278,1.2467171,0.000247166056102377,0.44320909537087
"238","Cameroon","Africa",1997,52.199,14195809,1694.337469,1.4195809,0.000281436913291125,0.476849107348857
"239","Cameroon","Africa",2002,49.856,15929988,1934.011449,1.5929988,0.000315817622756453,0.610794898206944
"240","Cameroon","Africa",2007,50.43,17696293,2042.09524,1.7696293,0.00035083524148679,0.716438976664424
"241","Canada","Americas",1952,68.75,14785584,11367.16112,1.4785584,0.000293129410389126,3.3320492369038
"242","Canada","Americas",1957,69.96,17010154,12489.95006,1.7010154,0.000337232294148695,4.21201451253642
"243","Canada","Americas",1962,71.3,18985849,13462.48555,1.8985849,0.000376401143377697,5.06729495372572
"244","Canada","Americas",1967,72.13,20819767,16076.58803,2.0819767,0.000412759213646818,6.63575983338665
"245","Canada","Americas",1972,72.88,22284500,18970.57086,2.22845,0.000441798061261326,8.3811614269686
"246","Canada","Americas",1977,74.21,23796400,22090.88306,2.37964,0.00047177201126339,10.4218603318005
"247","Canada","Americas",1982,75.76,25201900,22898.79214,2.52019,0.000499636543790608,11.4410733618091
"248","Canada","Americas",1987,76.86,26549700,26626.51503,2.65497,0.000526357153495471,14.0150566586952
"249","Canada","Americas",1992,77.95,28523502,26342.88426,2.8523502,0.000565488473332744,14.8965974033686
"250","Canada","Americas",1997,78.61,30305843,28954.92589,3.0305843,0.000600824011411076,17.3968147233402
"251","Canada","Americas",2002,79.77,31902268,33328.96507,3.1902268,0.000632473699308453,21.0796938319451
"252","Canada","Americas",2007,80.653,33390141,36319.23501,3.3390141,0.000661971305573035,24.0422914169836
"253","Central African Republic","Africa",1952,35.463,1291695,1071.310713,0.1291695,2.56083083192779e-05,0.0274344550442494
"254","Central African Republic","Africa",1957,37.464,1392284,1190.844328,0.1392284,2.76025206724478e-05,0.0328703051812872
"255","Central African Republic","Africa",1962,39.475,1523478,1193.068753,0.1523478,3.02034879299191e-05,0.0360348376807991
"256","Central African Republic","Africa",1967,41.478,1733638,1136.056615,0.1733638,3.4369983949784e-05,0.039046247623596
"257","Central African Republic","Africa",1972,43.457,1927260,1070.013275,0.192726,3.82086082948463e-05,0.0408837180947607
"258","Central African Republic","Africa",1977,46.775,2167533,1109.374338,0.2167533,4.29721051457266e-05,0.0476721506985069
"259","Central African Republic","Africa",1982,48.295,2476971,956.7529907,0.2476971,4.91068224820179e-05,0.0469830992734446
"260","Central African Republic","Africa",1987,50.485,2840009,844.8763504,0.2840009,5.6304178696615e-05,0.0475700690094655
